axiom,label
DisjointClasses(<http://dbpedia.org/ontology/MixedMartialArtsEvent> <http://dbpedia.org/ontology/SoccerTournament>),1
DisjointClasses(<http://dbpedia.org/ontology/PeriodicalLiterature> <http://dbpedia.org/ontology/Village>),0.999902591
DisjointClasses(<http://dbpedia.org/ontology/Psychologist> <http://dbpedia.org/ontology/Nerve>),1
DisjointClasses(<http://dbpedia.org/ontology/Ship> <http://dbpedia.org/ontology/Automobile>),0.995488833
DisjointClasses(<http://dbpedia.org/ontology/Surfer> <http://dbpedia.org/ontology/Stream>),1
DisjointClasses(<http://dbpedia.org/ontology/HorseRider> <http://www.w3.org/2002/07/owl#Thing>),0.076655052
DisjointClasses(<http://dbpedia.org/ontology/Canoeist> <http://dbpedia.org/ontology/ChemicalSubstance>),1
DisjointClasses(<http://dbpedia.org/ontology/FigureSkater> <http://dbpedia.org/ontology/Village>),1
DisjointClasses(<http://dbpedia.org/ontology/Mountain> <http://dbpedia.org/ontology/Person>),0.997450121
DisjointClasses(<http://dbpedia.org/ontology/NCAATeamSeason> <http://dbpedia.org/ontology/VoiceActor>),1
DisjointClasses(<http://dbpedia.org/ontology/Single> <http://dbpedia.org/ontology/Vein>),1
DisjointClasses(<http://dbpedia.org/ontology/List> <http://dbpedia.org/ontology/Name>),0.992362093
DisjointClasses(<http://dbpedia.org/ontology/ComicsCreator> <http://dbpedia.org/ontology/Arena>),1
DisjointClasses(<http://dbpedia.org/ontology/Airline> <http://dbpedia.org/ontology/Organisation>),0.68890697
DisjointClasses(<http://dbpedia.org/ontology/Region> <http://dbpedia.org/ontology/AdministrativeRegion>),0.084450087
DisjointClasses(<http://dbpedia.org/ontology/ReligiousBuilding> <http://dbpedia.org/ontology/Chef>),1
DisjointClasses(<http://dbpedia.org/ontology/SnookerChamp> <http://dbpedia.org/ontology/VoiceActor>),1
DisjointClasses(<http://dbpedia.org/ontology/Type> <http://dbpedia.org/ontology/Genre>),0.98404583
DisjointClasses(<http://dbpedia.org/ontology/WaterwayTunnel> <http://dbpedia.org/ontology/Place>),0.2
DisjointClasses(<http://dbpedia.org/ontology/Watermill> <http://dbpedia.org/ontology/FictionalCharacter>),1
DisjointClasses(<http://dbpedia.org/ontology/Election> <http://dbpedia.org/ontology/SoccerManager>),1
DisjointClasses(<http://dbpedia.org/ontology/Lake> <http://dbpedia.org/ontology/Award>),1
DisjointClasses(<http://dbpedia.org/ontology/Diploma> <http://www.w3.org/2002/07/owl#Thing>),0.913043478
DisjointClasses(<http://dbpedia.org/ontology/EducationalInstitution> <http://www.w3.org/2002/07/owl#Thing>),2.84E-05
